state	yr	qtr	index_nsa	index_sa	note
SC	2003	2	174.04	173.26	
SC	2003	3	175.95	175.20	
SC	2003	4	177.71	177.74	
SC	2004	1	179.40	179.93	
SC	2004	2	183.45	182.60	
SC	2004	3	186.37	185.54	
SC	2004	4	189.85	189.89	
SC	2005	1	192.83	193.50	
SC	2005	2	198.32	197.32	
SC	2005	3	203.51	202.52	
SC	2005	4	207.17	207.26	
SC	2006	1	210.89	211.81	
SC	2006	2	215.61	214.42	
SC	2006	3	218.13	216.92	
SC	2006	4	218.37	218.48	
SC	2007	1	218.56	219.79	
SC	2007	2	221.53	220.20	
SC	2007	3	218.82	217.45	
SC	2007	4	215.54	215.55	
SC	2008	1	212.85	214.39	
SC	2008	2	213.53	212.19	
SC	2008	3	209.16	207.75	
SC	2008	4	201.87	201.69	
SC	2009	1	196.11	197.83	
SC	2009	2	197.30	196.03	
SC	2009	3	197.78	196.40	
SC	2009	4	196.05	195.68	
SC	2010	1	189.52	191.40	
SC	2010	2	193.65	192.43	
SC	2010	3	187.52	186.16	
SC	2010	4	184.58	184.10	
SC	2011	1	177.35	179.22	
SC	2011	2	178.74	177.62	
SC	2011	3	179.42	178.13	
SC	2011	4	179.61	179.13	
SC	2012	1	177.66	179.57	
SC	2012	2	180.69	179.51	
SC	2012	3	180.64	179.33	
SC	2012	4	181.10	180.72	
SC	2013	1	182.53	184.42	
SC	2013	2	187.02	185.71	
SC	2013	3	189.84	188.48	
SC	2013	4	190.25	190.04	
SC	2014	1	189.47	191.29	
SC	2014	2	195.13	193.70	
SC	2014	3	197.77	196.37	
SC	2014	4	199.04	199.02	
SC	2015	1	199.99	201.72	
SC	2015	2	206.43	204.87	
SC	2015	3	208.70	207.32	
SC	2015	4	209.19	209.30	
SC	2016	1	211.01	212.61	
SC	2016	2	216.94	215.32	
SC	2016	3	219.02	217.68	
SC	2016	4	220.66	220.87	
SC	2017	1	222.03	223.46	
SC	2017	2	227.59	225.94	
SC	2017	3	230.91	229.63	
SC	2017	4	232.79	233.05	
SC	2018	1	235.24	236.52	
SC	2018	2	241.31	239.64	
SC	2018	3	243.65	242.34	
SC	2018	4	245.15	245.52	
SC	2019	1	248.60	249.83	
SC	2019	2	252.78	251.06	
SC	2019	3	256.58	255.13	
SC	2019	4	259.00	259.53	
SC	2020	1	262.06	263.35	
SC	2020	2	268.48	266.60	
SC	2020	3	274.39	272.62	
SC	2020	4	281.97	282.82	
SC	2021	1	292.97	294.48	
SC	2021	2	310.55	308.25	
SC	2021	3	326.80	324.42	
SC	2021	4	338.23	339.57	
SC	2022	1	352.53	354.51	
SC	2022	2	373.77	370.84	
SC	2022	3	379.69	376.59	
SC	2022	4	377.31	379.13	
SC	2023	1	383.58	385.89	
SC	2023	2	395.65	392.37	
SC	2023	3	403.02	399.51	
SC	2023	4	404.97	407.17	
SD	1991	1	100.00	100.00	
SD	1991	2	101.91	102.74	
SD	1991	3	103.52	104.45	
SD	1991	4	104.86	105.92	
SD	1992	1	107.93	107.99	
SD	1992	2	108.30	109.16	
SD	1992	3	110.60	111.59	
SD	1992	4	112.65	113.75	
SD	1993	1	117.03	117.18	
SD	1993	2	117.68	118.59	
SD	1993	3	119.38	120.40	
SD	1993	4	121.57	122.70	
SD	1994	1	124.37	124.68	
SD	1994	2	125.66	126.55	
SD	1994	3	127.60	128.67	
SD	1994	4	129.18	130.32	
SD	1995	1	131.31	131.81	
SD	1995	2	133.41	134.29	
SD	1995	3	134.54	135.58	
SD	1995	4	136.86	138.10	
SD	1996	1	138.68	139.33	
SD	1996	2	140.09	140.92	
SD	1996	3	142.14	143.21	
SD	1996	4	142.71	144.06	
SD	1997	1	144.68	145.37	
SD	1997	2	146.44	147.30	
SD	1997	3	146.88	147.87	
SD	1997	4	149.15	150.73	
SD	1998	1	150.05	150.65	
SD	1998	2	151.44	152.37	
SD	1998	3	152.86	153.83	
SD	1998	4	153.47	155.26	
SD	1999	1	157.50	157.95	
SD	1999	2	158.71	159.79	
SD	1999	3	160.89	161.80	
SD	1999	4	162.61	164.74	
SD	2000	1	166.95	167.16	
SD	2000	2	168.39	169.64	
SD	2000	3	171.34	172.28	
SD	2000	4	171.63	174.08	
SD	2001	1	175.41	175.36	
SD	2001	2	175.43	176.81	
SD	2001	3	178.59	179.58	
SD	2001	4	178.61	181.36	
SD	2002	1	183.38	183.05	
SD	2002	2	183.48	184.94	
SD	2002	3	185.68	186.82	
SD	2002	4	185.12	188.07	
SD	2003	1	192.45	191.95	
SD	2003	2	191.71	193.16	
SD	2003	3	194.71	196.03	
SD	2003	4	196.12	199.31	
SD	2004	1	204.37	203.79	
SD	2004	2	203.46	204.90	
SD	2004	3	205.15	206.66	
SD	2004	4	206.48	209.75	
SD	2005	1	213.90	213.43	
SD	2005	2	214.30	215.68	
SD	2005	3	215.12	216.71	
SD	2005	4	218.54	221.86	
SD	2006	1	224.31	224.13	
SD	2006	2	225.38	226.76	
SD	2006	3	226.47	228.05	
SD	2006	4	225.58	228.74	
SD	2007	1	231.01	231.36	
SD	2007	2	231.79	233.10	
SD	2007	3	232.97	234.34	
SD	2007	4	232.47	235.53	
SD	2008	1	234.85	235.75	
SD	2008	2	234.80	236.09	
SD	2008	3	236.58	237.64	
SD	2008	4	231.09	233.95	
SD	2009	1	234.85	236.33	
SD	2009	2	235.99	237.15	
SD	2009	3	237.87	238.63	
SD	2009	4	237.29	240.13	
SD	2010	1	236.46	238.49	
SD	2010	2	236.94	237.92	
SD	2010	3	236.12	236.67	
SD	2010	4	232.74	235.39	
SD	2011	1	233.75	236.32	
SD	2011	2	234.29	234.94	
SD	2011	3	238.00	238.41	
SD	2011	4	236.05	238.75	
SD	2012	1	237.89	240.91	
SD	2012	2	243.47	243.85	
SD	2012	3	244.96	245.30	
SD	2012	4	246.01	248.82	
SD	2013	1	245.10	248.58	
SD	2013	2	254.15	254.26	
SD	2013	3	256.60	256.90	
SD	2013	4	257.61	260.56	
SD	2014	1	259.37	263.33	
SD	2014	2	267.04	266.96	
SD	2014	3	268.45	268.69	
SD	2014	4	266.85	269.90	
SD	2015	1	269.85	274.19	
SD	2015	2	277.14	276.92	
SD	2015	3	280.79	280.98	
SD	2015	4	282.93	286.23	
SD	2016	1	284.11	288.70	
SD	2016	2	291.96	291.75	
SD	2016	3	295.78	295.91	
SD	2016	4	295.58	299.05	
SD	2017	1	297.62	302.35	
SD	2017	2	307.83	307.75	
SD	2017	3	311.71	311.80	
SD	2017	4	309.10	312.75	
SD	2018	1	312.73	317.54	
SD	2018	2	322.77	322.87	
SD	2018	3	325.68	325.71	
SD	2018	4	327.08	331.01	
SD	2019	1	329.67	334.60	
SD	2019	2	337.41	337.61	
SD	2019	3	342.38	342.33	
SD	2019	4	344.50	348.84	
SD	2020	1	348.68	353.72	
SD	2020	2	357.71	357.93	
SD	2020	3	369.56	369.45	
SD	2020	4	377.22	382.22	
SD	2021	1	393.09	398.67	
SD	2021	2	415.21	415.34	
SD	2021	3	434.72	434.46	
SD	2021	4	446.37	452.69	
SD	2022	1	461.99	468.52	
SD	2022	2	484.09	483.96	
SD	2022	3	495.78	495.35	
SD	2022	4	484.46	491.74	
SD	2023	1	497.63	504.70	
SD	2023	2	514.72	514.20	
SD	2023	3	524.03	523.53	
SD	2023	4	527.94	536.21	
TN	1991	1	100.00	100.00	
TN	1991	2	98.72	100.19	
TN	1991	3	99.05	100.89	
TN	1991	4	99.33	101.58	
TN	1992	1	101.97	101.98	
TN	1992	2	102.01	103.50	
TN	1992	3	102.08	103.97	
TN	1992	4	102.74	105.11	
TN	1993	1	106.00	106.00	
TN	1993	2	105.52	107.04	
TN	1993	3	106.44	108.40	
TN	1993	4	107.35	109.86	
TN	1994	1	111.74	111.76	
TN	1994	2	111.71	113.26	
TN	1994	3	112.80	114.87	
TN	1994	4	113.87	116.52	
TN	1995	1	119.06	119.16	
TN	1995	2	119.23	120.85	
TN	1995	3	120.47	122.70	
TN	1995	4	121.87	124.61	
TN	1996	1	126.20	126.44	
TN	1996	2	126.56	128.24	
TN	1996	3	127.63	129.97	
TN	1996	4	128.73	131.50	
TN	1997	1	132.58	133.02	
TN	1997	2	132.93	134.69	
TN	1997	3	133.55	135.92	
TN	1997	4	134.80	137.56	
TN	1998	1	138.15	138.85	
TN	1998	2	138.21	140.05	
TN	1998	3	139.19	141.49	
TN	1998	4	139.55	142.29	
TN	1999	1	144.64	145.71	
TN	1999	2	144.49	146.38	
TN	1999	3	145.10	147.29	
TN	1999	4	145.22	147.93	
TN	2000	1	145.95	147.45	
TN	2000	2	149.02	150.88	
TN	2000	3	150.02	152.09	
TN	2000	4	149.92	152.59	
TN	2001	1	149.76	151.64	
TN	2001	2	151.60	153.43	
TN	2001	3	152.32	154.30	
TN	2001	4	152.78	155.39	
TN	2002	1	154.84	157.05	
TN	2002	2	156.07	157.91	
TN	2002	3	157.04	159.01	
TN	2002	4	157.19	159.77	
TN	2003	1	158.61	161.05	
TN	2003	2	160.36	162.21	
TN	2003	3	161.68	163.71	
TN	2003	4	163.11	165.62	
TN	2004	1	164.33	167.10	
TN	2004	2	168.06	169.90	
TN	2004	3	170.11	172.23	
TN	2004	4	172.04	174.62	
TN	2005	1	174.89	178.02	
TN	2005	2	178.40	180.28	
TN	2005	3	181.32	183.48	
TN	2005	4	184.69	187.42	
TN	2006	1	186.39	190.00	
TN	2006	2	190.59	192.54	
TN	2006	3	191.96	193.94	
TN	2006	4	192.89	195.86	
TN	2007	1	193.79	197.80	
TN	2007	2	195.68	197.69	
TN	2007	3	194.49	196.14	
TN	2007	4	191.06	194.03	
TN	2008	1	187.33	191.55	
TN	2008	2	186.91	188.76	
TN	2008	3	184.47	185.82	
TN	2008	4	177.61	180.36	
TN	2009	1	173.16	177.27	
TN	2009	2	175.19	176.86	
TN	2009	3	176.20	177.48	
TN	2009	4	175.18	177.81	
TN	2010	1	169.73	173.89	
TN	2010	2	173.99	175.48	
TN	2010	3	168.39	169.73	
TN	2010	4	167.29	169.77	
TN	2011	1	165.43	169.57	
TN	2011	2	166.92	168.24	
TN	2011	3	167.23	168.53	
TN	2011	4	164.99	167.52	
TN	2012	1	164.13	168.35	
TN	2012	2	168.67	169.81	
TN	2012	3	168.82	170.11	
TN	2012	4	169.59	172.30	
TN	2013	1	169.16	173.55	
TN	2013	2	175.28	176.43	
TN	2013	3	178.87	180.13	
TN	2013	4	177.80	180.81	
TN	2014	1	178.48	182.97	
TN	2014	2	184.31	185.56	
TN	2014	3	186.97	188.35	
TN	2014	4	187.53	190.76	
TN	2015	1	189.19	193.66	
TN	2015	2	194.29	195.79	
TN	2015	3	196.37	197.90	
TN	2015	4	197.34	200.72	
TN	2016	1	199.40	203.82	
TN	2016	2	205.44	207.23	
TN	2016	3	209.52	211.31	
TN	2016	4	212.11	215.65	
TN	2017	1	214.33	218.84	
TN	2017	2	220.77	222.91	
TN	2017	3	224.67	226.71	
TN	2017	4	227.32	231.03	
TN	2018	1	230.13	234.70	
TN	2018	2	236.03	238.58	
TN	2018	3	240.48	242.69	
TN	2018	4	242.44	246.34	
TN	2019	1	246.29	251.06	
TN	2019	2	252.17	255.05	
TN	2019	3	256.79	259.06	
TN	2019	4	260.01	264.19	
TN	2020	1	264.39	269.62	
TN	2020	2	270.91	273.98	
TN	2020	3	280.66	282.85	
TN	2020	4	291.90	296.84	
TN	2021	1	302.74	309.06	
TN	2021	2	322.72	326.03	
TN	2021	3	341.54	343.77	
TN	2021	4	353.61	360.17	
TN	2022	1	368.55	376.50	
TN	2022	2	390.82	394.36	
TN	2022	3	396.67	398.93	
TN	2022	4	393.35	401.22	
TN	2023	1	399.66	408.29	
TN	2023	2	409.05	412.50	
TN	2023	3	417.29	419.60	
TN	2023	4	419.84	428.46	
TX	1991	1	100.00	100.00	
TX	1991	2	100.91	100.96	
TX	1991	3	102.03	101.79	
TX	1991	4	102.21	102.37	
TX	1992	1	103.30	103.30	
TX	1992	2	103.79	103.84	
TX	1992	3	104.90	104.66	
TX	1992	4	105.85	106.01	
TX	1993	1	106.75	106.75	
TX	1993	2	107.94	107.98	
TX	1993	3	109.58	109.35	
TX	1993	4	110.50	110.67	
TX	1994	1	111.95	111.94	
TX	1994	2	112.97	112.99	
TX	1994	3	114.16	113.94	
TX	1994	4	114.43	114.63	
TX	1995	1	115.13	115.09	
TX	1995	2	115.83	115.82	
TX	1995	3	116.68	116.50	
TX	1995	4	117.29	117.53	
TX	1996	1	118.62	118.51	
TX	1996	2	119.48	119.48	
TX	1996	3	120.49	120.31	
TX	1996	4	120.16	120.45	
TX	1997	1	122.23	122.06	
TX	1997	2	122.95	122.95	
TX	1997	3	124.15	123.99	
TX	1997	4	125.08	125.42	
TX	1998	1	126.48	126.28	
TX	1998	2	127.18	127.17	
TX	1998	3	129.21	129.03	
TX	1998	4	130.41	130.79	
TX	1999	1	133.46	133.30	
TX	1999	2	135.59	135.49	
TX	1999	3	137.56	137.38	
TX	1999	4	139.54	139.88	
TX	2000	1	143.48	143.51	
TX	2000	2	146.20	145.98	
TX	2000	3	148.81	148.59	
TX	2000	4	150.71	150.96	
TX	2001	1	152.79	153.11	
TX	2001	2	155.22	154.87	
TX	2001	3	156.76	156.50	
TX	2001	4	157.77	157.86	
TX	2002	1	158.43	159.05	
TX	2002	2	161.25	160.78	
TX	2002	3	162.21	161.89	
TX	2002	4	162.71	162.74	
TX	2003	1	161.83	162.62	
TX	2003	2	163.99	163.45	
TX	2003	3	164.65	164.27	
TX	2003	4	165.08	165.18	
TX	2004	1	164.43	165.24	
TX	2004	2	167.57	166.98	
TX	2004	3	168.31	167.85	
TX	2004	4	168.86	169.14	
TX	2005	1	170.35	171.11	
TX	2005	2	173.32	172.67	
TX	2005	3	175.91	175.32	
TX	2005	4	177.77	178.25	
TX	2006	1	180.33	181.19	
TX	2006	2	183.84	183.04	
TX	2006	3	185.74	184.95	
TX	2006	4	186.93	187.59	
TX	2007	1	189.22	190.38	
TX	2007	2	193.43	192.40	
TX	2007	3	194.21	193.14	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2007	4	192.66	193.43	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2008	1	191.80	193.33	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2008	2	192.55	191.36	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2008	3	193.85	192.54	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2008	4	187.11	187.94	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2009	1	184.47	186.19	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2009	2	187.93	186.62	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2009	3	188.92	187.54	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2009	4	187.22	188.15	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2010	1	185.58	187.33	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2010	2	187.79	186.41	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2010	3	186.38	185.03	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2010	4	182.48	183.50	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2011	1	181.75	183.37	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2011	2	181.56	180.16	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2011	3	182.54	181.31	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2011	4	181.37	182.46	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2012	1	183.57	185.07	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2012	2	188.80	187.31	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2012	3	190.69	189.51	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2012	4	191.06	192.20	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2013	1	193.92	195.46	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2013	2	201.50	199.92	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2013	3	204.91	203.71	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2013	4	206.53	207.71	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2014	1	209.57	211.20	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2014	2	215.52	213.89	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2014	3	219.89	218.62	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2014	4	221.60	222.84	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2015	1	224.97	226.66	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2015	2	231.80	230.07	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2015	3	235.40	234.07	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2015	4	236.34	237.72	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2016	1	239.53	241.22	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2016	2	247.70	245.85	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2016	3	251.22	249.87	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2016	4	252.44	253.98	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2017	1	257.17	258.80	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2017	2	265.39	263.45	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2017	3	268.10	266.79	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2017	4	269.83	271.47	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2018	1	274.09	275.57	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2018	2	281.28	279.41	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2018	3	284.68	283.39	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2018	4	285.01	286.65	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2019	1	288.49	289.89	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2019	2	295.46	293.67	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2019	3	298.14	296.76	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2019	4	299.27	301.00	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2020	1	303.77	305.20	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2020	2	309.13	307.34	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2020	3	316.24	314.52	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2020	4	324.12	326.21	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2021	1	337.23	339.05	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2021	2	357.63	355.34	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2021	3	376.16	373.64	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2021	4	388.03	391.03	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2022	1	403.91	406.45	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2022	2	429.49	426.34	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2022	3	430.61	427.36	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2022	4	425.33	428.92	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2023	1	428.62	431.71	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2023	2	438.16	434.63	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2023	3	442.23	438.73	Note: (External) County Records Data Comprise Less than 10% of Total Sample
TX	2023	4	438.63	442.40	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1991	1	100.00	100.00	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1991	2	101.19	100.84	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1991	3	102.54	101.84	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1991	4	104.64	103.92	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1992	1	105.29	105.30	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1992	2	107.30	106.91	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1992	3	109.59	108.80	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1992	4	113.53	112.83	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1993	1	116.57	116.56	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1993	2	121.47	120.98	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1993	3	128.14	127.17	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1993	4	132.78	132.13	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1994	1	137.23	137.15	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1994	2	144.51	143.87	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1994	3	149.71	148.48	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1994	4	152.97	152.48	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1995	1	156.87	156.72	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1995	2	161.25	160.37	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1995	3	167.02	165.65	
UT	1995	4	169.94	169.62	
UT	1996	1	175.49	175.23	
UT	1996	2	179.50	178.37	
UT	1996	3	181.72	180.31	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1996	4	183.58	183.35	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1997	1	186.13	185.81	
UT	1997	2	189.15	187.79	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	1997	3	191.44	190.15	
UT	1997	4	190.97	190.67	
UT	1998	1	192.72	192.39	
UT	1998	2	196.16	194.68	
UT	1998	3	196.72	195.52	
UT	1998	4	198.28	197.84	
UT	1999	1	200.25	200.02	
UT	1999	2	203.91	202.30	
UT	1999	3	204.80	203.65	
UT	1999	4	207.10	206.44	
UT	2000	1	207.93	207.89	
UT	2000	2	210.42	208.75	
UT	2000	3	211.45	210.20	
UT	2000	4	211.98	211.17	
UT	2001	1	212.01	212.20	
UT	2001	2	213.97	212.25	
UT	2001	3	213.24	211.85	
UT	2001	4	212.99	212.10	
UT	2002	1	211.44	211.85	
UT	2002	2	213.04	211.35	
UT	2002	3	212.52	210.91	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2002	4	212.25	211.38	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2003	1	210.26	210.84	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2003	2	213.81	212.11	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2003	3	215.44	213.64	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2003	4	214.59	213.73	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2004	1	215.20	215.94	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2004	2	222.24	220.49	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2004	3	225.00	222.89	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2004	4	227.89	227.08	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2005	1	233.25	234.15	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2005	2	240.13	238.31	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2005	3	249.80	247.19	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2005	4	257.51	256.70	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2006	1	265.55	266.65	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2006	2	278.61	276.62	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2006	3	291.41	288.05	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2006	4	303.22	302.30	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2007	1	312.07	313.62	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2007	2	324.38	322.07	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2007	3	328.68	324.64	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2007	4	323.79	322.68	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2008	1	320.45	322.52	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2008	2	319.42	317.05	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2008	3	314.98	310.80	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2008	4	299.76	298.73	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2009	1	286.35	288.72	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2009	2	282.01	279.59	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2009	3	279.75	275.87	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2009	4	276.04	275.15	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2010	1	266.64	269.25	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2010	2	267.42	264.75	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2010	3	257.03	253.37	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2010	4	250.82	250.22	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2011	1	239.29	241.85	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2011	2	240.18	237.36	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2011	3	241.14	237.78	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2011	4	238.08	237.77	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2012	1	240.13	242.66	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2012	2	253.35	250.07	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2012	3	259.23	255.70	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2012	4	264.26	264.34	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2013	1	269.37	271.89	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2013	2	284.35	280.42	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2013	3	290.01	286.25	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2013	4	288.26	288.75	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2014	1	290.15	292.37	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2014	2	298.30	294.14	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2014	3	300.86	297.16	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2014	4	300.95	301.77	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2015	1	306.24	308.05	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2015	2	316.14	311.73	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2015	3	321.91	318.27	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2015	4	325.26	326.31	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2016	1	331.17	332.58	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2016	2	344.04	339.37	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2016	3	350.75	347.00	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2016	4	352.99	354.29	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2017	1	362.17	363.19	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2017	2	377.64	372.66	Note: (External) County Records Data Comprise Less than 10% of Total Sample
UT	2017	3	385.44	381.58	Note: (External) County Records Data Comprise Less than 10% of Total Sample
